	IWA ID	Category	Median Date	Median Data Value	Date Offset
3945	4.A.4.b.3.I01	6	2010-06-01	13.49	3591 days 00:00:00.000000000
3946	4.A.4.b.3.I01	7	2006-06-01	10.48	2130 days 00:00:00.000000000
3947	4.A.4.b.3.I01	7	2010-06-01	10.88	3591 days 00:00:00.000000000
3948	4.A.4.b.3.I02	1	2005-07-01	1.46	1795 days 00:00:00.000000000
3949	4.A.4.b.3.I02	1	2011-07-01	0.41	3986 days 00:00:00.000000000
3950	4.A.4.b.3.I02	2	2005-07-01	5.545	1795 days 00:00:00.000000000
3951	4.A.4.b.3.I02	2	2011-07-01	4.1	3986 days 00:00:00.000000000
3952	4.A.4.b.3.I02	3	2005-07-01	9.13	1795 days 00:00:00.000000000
3953	4.A.4.b.3.I02	3	2011-07-01	8.46	3986 days 00:00:00.000000000
3954	4.A.4.b.3.I02	4	2005-07-01	32.0	1795 days 00:00:00.000000000
3955	4.A.4.b.3.I02	4	2011-07-01	31.67	3986 days 00:00:00.000000000
3956	4.A.4.b.3.I02	5	2005-07-01	27.0	1795 days 00:00:00.000000000
3957	4.A.4.b.3.I02	5	2011-07-01	27.35	3986 days 00:00:00.000000000
3958	4.A.4.b.3.I02	6	2005-07-01	8.56	1795 days 00:00:00.000000000
3959	4.A.4.b.3.I02	6	2011-07-01	10.31	3986 days 00:00:00.000000000
3960	4.A.4.b.3.I02	7	2005-07-01	2.06	1795 days 00:00:00.000000000
3961	4.A.4.b.3.I02	7	2011-07-01	2.5300000000000002	3986 days 00:00:00.000000000
3962	4.A.4.b.3.I03	1	2005-12-01	13.83	1948 days 00:00:00.000000000
3963	4.A.4.b.3.I03	1	2011-07-01	12.25	3986 days 00:00:00.000000000
3964	4.A.4.b.3.I03	2	2005-12-01	39.43000000000001	1948 days 00:00:00.000000000
3965	4.A.4.b.3.I03	2	2011-07-01	44.12	3986 days 00:00:00.000000000
3966	4.A.4.b.3.I03	3	2005-12-01	9.65	1948 days 00:00:00.000000000
3967	4.A.4.b.3.I03	3	2011-07-01	23.08	3986 days 00:00:00.000000000
3968	4.A.4.b.3.I03	4	2005-12-01	3.51	1948 days 00:00:00.000000000
3969	4.A.4.b.3.I03	4	2011-07-01	9.7	3986 days 00:00:00.000000000
3970	4.A.4.b.3.I03	5	2005-12-01	2.11	1948 days 00:00:00.000000000
3971	4.A.4.b.3.I03	5	2011-07-01	6.15	3986 days 00:00:00.000000000
3972	4.A.4.b.3.I03	6	2005-12-01	0.0	1948 days 00:00:00.000000000
3973	4.A.4.b.3.I03	6	2011-07-01	0.0	3986 days 00:00:00.000000000
3974	4.A.4.b.3.I03	7	2005-12-01	0.05	1948 days 00:00:00.000000000
3975	4.A.4.b.3.I03	7	2011-07-01	0.0	3986 days 00:00:00.000000000
3976	4.A.4.b.3.I04	1	2006-12-01	9.41	2313 days 00:00:00.000000000
3977	4.A.4.b.3.I04	1	2012-07-01	10.02	4352 days 00:00:00.000000000
3978	4.A.4.b.3.I04	2	2006-12-01	25.93	2313 days 00:00:00.000000000
3979	4.A.4.b.3.I04	2	2012-07-01	26.41	4352 days 00:00:00.000000000
3980	4.A.4.b.3.I04	3	2006-12-01	20.27	2313 days 00:00:00.000000000
3981	4.A.4.b.3.I04	3	2012-07-01	19.615000000000002	4352 days 00:00:00.000000000
3982	4.A.4.b.3.I04	4	2006-12-01	12.68	2313 days 00:00:00.000000000
3983	4.A.4.b.3.I04	4	2012-07-01	12.07	4352 days 00:00:00.000000000
3984	4.A.4.b.3.I04	5	2006-12-01	12.5	2313 days 00:00:00.000000000
3985	4.A.4.b.3.I04	5	2012-07-01	14.95	4352 days 00:00:00.000000000
3986	4.A.4.b.3.I04	6	2006-12-01	2.55	2313 days 00:00:00.000000000
3987	4.A.4.b.3.I04	6	2012-07-01	1.19	4352 days 00:00:00.000000000
3988	4.A.4.b.3.I04	7	2006-12-01	1.66	2313 days 00:00:00.000000000
3989	4.A.4.b.3.I04	7	2012-07-01	1.92	4352 days 00:00:00.000000000
3990	4.A.4.b.3.I05	1	2008-06-01	3.57	2861 days 00:00:00.000000000
3991	4.A.4.b.3.I05	1	2011-07-01	3.85	3986 days 00:00:00.000000000
3992	4.A.4.b.3.I05	2	2008-06-01	7.69	2861 days 00:00:00.000000000
3993	4.A.4.b.3.I05	2	2011-07-01	10.18	3986 days 00:00:00.000000000
3994	4.A.4.b.3.I05	3	2008-06-01	14.06	2861 days 00:00:00.000000000
3995	4.A.4.b.3.I05	3	2011-07-01	14.38	3986 days 00:00:00.000000000
3996	4.A.4.b.3.I05	4	2008-06-01	13.32	2861 days 00:00:00.000000000
3997	4.A.4.b.3.I05	4	2011-07-01	14.87	3986 days 00:00:00.000000000
3998	4.A.4.b.3.I05	5	2008-06-01	23.08	2861 days 00:00:00.000000000
3999	4.A.4.b.3.I05	5	2011-07-01	24.36	3986 days 00:00:00.000000000
4000	4.A.4.b.3.I05	6	2008-06-01	7.38	2861 days 00:00:00.000000000
4001	4.A.4.b.3.I05	6	2011-07-01	9.285	3986 days 00:00:00.000000000
4002	4.A.4.b.3.I05	7	2008-06-01	3.85	2861 days 00:00:00.000000000
4003	4.A.4.b.3.I05	7	2011-07-01	10.56	3986 days 00:00:00.000000000
4004	4.A.4.b.3.I06	1	2009-06-01	4.17	3226 days 00:00:00.000000000
4005	4.A.4.b.3.I06	1	2013-07-01	3.85	4717 days 00:00:00.000000000
4006	4.A.4.b.3.I06	2	2009-06-01	12.0	3226 days 00:00:00.000000000
4007	4.A.4.b.3.I06	2	2013-07-01	11.54	4717 days 00:00:00.000000000
4008	4.A.4.b.3.I06	3	2009-06-01	12.12	3226 days 00:00:00.000000000
4009	4.A.4.b.3.I06	3	2013-07-01	14.65	4717 days 00:00:00.000000000
4010	4.A.4.b.3.I06	4	2009-06-01	13.64	3226 days 00:00:00.000000000
4011	4.A.4.b.3.I06	4	2013-07-01	14.835	4717 days 00:00:00.000000000
4012	4.A.4.b.3.I06	5	2009-06-01	20.59	3226 days 00:00:00.000000000
4013	4.A.4.b.3.I06	5	2013-07-01	20.0	4717 days 00:00:00.000000000
4014	4.A.4.b.3.I06	6	2009-06-01	8.7	3226 days 00:00:00.000000000
4015	4.A.4.b.3.I06	6	2013-07-01	10.445	4717 days 00:00:00.000000000
4016	4.A.4.b.3.I06	7	2009-06-01	8.57	3226 days 00:00:00.000000000
4017	4.A.4.b.3.I06	7	2013-07-01	6.06	4717 days 00:00:00.000000000
4018	4.A.4.b.4.I01	1	2006-06-01	4.09	2130 days 00:00:00.000000000
4019	4.A.4.b.4.I01	1	2011-07-01	4.44	3986 days 00:00:00.000000000
4020	4.A.4.b.4.I01	2	2006-06-01	10.53	2130 days 00:00:00.000000000
4021	4.A.4.b.4.I01	2	2011-07-01	10.72	3986 days 00:00:00.000000000
4022	4.A.4.b.4.I01	3	2006-06-01	15.32	2130 days 00:00:00.000000000
4023	4.A.4.b.4.I01	3	2011-07-01	15.38	3986 days 00:00:00.000000000
4024	4.A.4.b.4.I01	4	2006-06-01	18.8	2130 days 00:00:00.000000000
4025	4.A.4.b.4.I01	4	2011-07-01	17.98	3986 days 00:00:00.000000000
4026	4.A.4.b.4.I01	5	2006-06-01	23.23	2130 days 00:00:00.000000000
4027	4.A.4.b.4.I01	5	2011-07-01	26.19	3986 days 00:00:00.000000000
4028	4.A.4.b.4.I01	6	2006-06-01	5.88	2130 days 00:00:00.000000000
4029	4.A.4.b.4.I01	6	2011-07-01	7.58	3986 days 00:00:00.000000000
4030	4.A.4.b.4.I01	7	2006-06-01	4.76	2130 days 00:00:00.000000000
4031	4.A.4.b.4.I01	7	2011-07-01	4.0	3986 days 00:00:00.000000000
4032	4.A.4.b.4.I02	1	2005-07-01	3.9	1795 days 00:00:00.000000000
4033	4.A.4.b.4.I02	1	2011-07-01	5.41	3986 days 00:00:00.000000000
4034	4.A.4.b.4.I02	2	2005-07-01	18.69	1795 days 00:00:00.000000000
4035	4.A.4.b.4.I02	2	2011-07-01	18.17	3986 days 00:00:00.000000000
4036	4.A.4.b.4.I02	3	2005-07-01	49.41	1795 days 00:00:00.000000000
4037	4.A.4.b.4.I02	3	2011-07-01	47.68	3986 days 00:00:00.000000000
4038	4.A.4.b.4.I02	4	2005-07-01	21.84	1795 days 00:00:00.000000000
4039	4.A.4.b.4.I02	4	2011-07-01	18.24	3986 days 00:00:00.000000000
4040	4.A.4.b.4.I02	5	2005-07-01	3.94	1795 days 00:00:00.000000000
4041	4.A.4.b.4.I02	5	2011-07-01	2.8	3986 days 00:00:00.000000000
4042	4.A.4.b.4.I02	6	2005-07-01	0.66	1795 days 00:00:00.000000000
4043	4.A.4.b.4.I02	6	2011-07-01	0.21	3986 days 00:00:00.000000000
4044	4.A.4.b.4.I02	7	2005-07-01	0.18	1795 days 00:00:00.000000000
4045	4.A.4.b.4.I02	7	2011-07-01	0.0	3986 days 00:00:00.000000000
4046	4.A.4.b.4.I03	1	2005-12-01	2.23	1948 days 00:00:00.000000000
4047	4.A.4.b.4.I03	1	2011-07-01	3.6	3986 days 00:00:00.000000000
4048	4.A.4.b.4.I03	2	2005-12-01	16.735	1948 days 00:00:00.000000000
4049	4.A.4.b.4.I03	2	2011-07-01	10.22	3986 days 00:00:00.000000000
4050	4.A.4.b.4.I03	3	2005-12-01	17.375	1948 days 00:00:00.000000000
4051	4.A.4.b.4.I03	3	2011-07-01	15.91	3986 days 00:00:00.000000000
4052	4.A.4.b.4.I03	4	2005-12-01	16.46	1948 days 00:00:00.000000000
4053	4.A.4.b.4.I03	4	2011-07-01	16.42	3986 days 00:00:00.000000000
4054	4.A.4.b.4.I03	5	2005-12-01	15.79	1948 days 00:00:00.000000000
4055	4.A.4.b.4.I03	5	2011-07-01	19.25	3986 days 00:00:00.000000000
4056	4.A.4.b.4.I03	6	2005-12-01	6.67	1948 days 00:00:00.000000000
4057	4.A.4.b.4.I03	6	2011-07-01	9.2	3986 days 00:00:00.000000000
4058	4.A.4.b.4.I03	7	2005-12-01	6.67	1948 days 00:00:00.000000000
4059	4.A.4.b.4.I03	7	2011-07-01	9.14	3986 days 00:00:00.000000000
4060	4.A.4.b.4.I04	1	2006-12-01	6.12	2313 days 00:00:00.000000000
4061	4.A.4.b.4.I04	1	2014-07-01	11.11	5082 days 00:00:00.000000000
4062	4.A.4.b.4.I04	2	2006-12-01	18.67	2313 days 00:00:00.000000000
4063	4.A.4.b.4.I04	2	2014-07-01	22.33	5082 days 00:00:00.000000000
4064	4.A.4.b.4.I04	3	2006-12-01	14.81	2313 days 00:00:00.000000000
4065	4.A.4.b.4.I04	3	2014-07-01	18.18	5082 days 00:00:00.000000000
4066	4.A.4.b.4.I04	4	2006-12-01	22.22	2313 days 00:00:00.000000000
4067	4.A.4.b.4.I04	4	2014-07-01	12.62	5082 days 00:00:00.000000000
4068	4.A.4.b.4.I04	5	2006-12-01	19.22	2313 days 00:00:00.000000000
4069	4.A.4.b.4.I04	5	2014-07-01	24.0	5082 days 00:00:00.000000000
4070	4.A.4.b.4.I04	6	2006-12-01	3.45	2313 days 00:00:00.000000000
4071	4.A.4.b.4.I04	6	2014-07-01	5.56	5082 days 00:00:00.000000000
4072	4.A.4.b.4.I04	7	2006-12-01	3.33	2313 days 00:00:00.000000000
4073	4.A.4.b.4.I04	7	2014-07-01	1.88	5082 days 00:00:00.000000000
4074	4.A.4.b.4.I05	1	2008-06-01	2.44	2861 days 00:00:00.000000000
4075	4.A.4.b.4.I05	1	2012-07-01	1.48	4352 days 00:00:00.000000000
4076	4.A.4.b.4.I05	2	2008-06-01	1.0	2861 days 00:00:00.000000000
4077	4.A.4.b.4.I05	2	2012-07-01	9.83	4352 days 00:00:00.000000000
4078	4.A.4.b.4.I05	3	2008-06-01	2.27	2861 days 00:00:00.000000000
4079	4.A.4.b.4.I05	3	2012-07-01	12.28	4352 days 00:00:00.000000000
4080	4.A.4.b.4.I05	4	2008-06-01	11.27	2861 days 00:00:00.000000000
4081	4.A.4.b.4.I05	4	2012-07-01	8.84	4352 days 00:00:00.000000000
4082	4.A.4.b.4.I05	5	2008-06-01	54.35	2861 days 00:00:00.000000000
4083	4.A.4.b.4.I05	5	2012-07-01	43.57	4352 days 00:00:00.000000000
4084	4.A.4.b.4.I05	6	2008-06-01	11.29	2861 days 00:00:00.000000000
4085	4.A.4.b.4.I05	6	2012-07-01	10.76	4352 days 00:00:00.000000000
4086	4.A.4.b.4.I05	7	2008-06-01	14.03	2861 days 00:00:00.000000000
4087	4.A.4.b.4.I05	7	2012-07-01	3.08	4352 days 00:00:00.000000000
4088	4.A.4.b.4.I06	1	2008-06-01	6.67	2861 days 00:00:00.000000000
4089	4.A.4.b.4.I06	1	2012-07-01	8.2	4352 days 00:00:00.000000000
4090	4.A.4.b.4.I06	2	2008-06-01	30.63	2861 days 00:00:00.000000000
4091	4.A.4.b.4.I06	2	2012-07-01	21.74	4352 days 00:00:00.000000000
4092	4.A.4.b.4.I06	3	2008-06-01	19.14	2861 days 00:00:00.000000000
4093	4.A.4.b.4.I06	3	2012-07-01	20.22	4352 days 00:00:00.000000000
4094	4.A.4.b.4.I06	4	2008-06-01	13.33	2861 days 00:00:00.000000000
4095	4.A.4.b.4.I06	4	2012-07-01	14.68	4352 days 00:00:00.000000000
4096	4.A.4.b.4.I06	5	2008-06-01	14.99	2861 days 00:00:00.000000000
4097	4.A.4.b.4.I06	5	2012-07-01	13.04	4352 days 00:00:00.000000000
4098	4.A.4.b.4.I06	6	2008-06-01	3.01	2861 days 00:00:00.000000000
4099	4.A.4.b.4.I06	6	2012-07-01	3.39	4352 days 00:00:00.000000000
4100	4.A.4.b.4.I06	7	2008-06-01	0.04	2861 days 00:00:00.000000000
4101	4.A.4.b.4.I06	7	2012-07-01	0.22	4352 days 00:00:00.000000000
4102	4.A.4.b.4.I07	1	2008-06-01	3.57	2861 days 00:00:00.000000000
4103	4.A.4.b.4.I07	1	2014-07-01	11.11	5082 days 00:00:00.000000000
4104	4.A.4.b.4.I07	2	2008-06-01	29.17	2861 days 00:00:00.000000000
4105	4.A.4.b.4.I07	2	2014-07-01	33.33	5082 days 00:00:00.000000000
4106	4.A.4.b.4.I07	3	2008-06-01	28.57	2861 days 00:00:00.000000000
4107	4.A.4.b.4.I07	3	2014-07-01	28.95	5082 days 00:00:00.000000000
4108	4.A.4.b.4.I07	4	2008-06-01	16.67	2861 days 00:00:00.000000000
4109	4.A.4.b.4.I07	4	2014-07-01	12.32	5082 days 00:00:00.000000000
4110	4.A.4.b.4.I07	5	2008-06-01	6.25	2861 days 00:00:00.000000000
4111	4.A.4.b.4.I07	5	2014-07-01	8.27	5082 days 00:00:00.000000000
4112	4.A.4.b.4.I07	6	2008-06-01	0.0	2861 days 00:00:00.000000000
4113	4.A.4.b.4.I07	6	2014-07-01	0.0	5082 days 00:00:00.000000000
4114	4.A.4.b.4.I07	7	2008-06-01	0.0	2861 days 00:00:00.000000000
4115	4.A.4.b.4.I07	7	2014-07-01	0.0	5082 days 00:00:00.000000000
4116	4.A.4.b.4.I08	1	2006-06-01	4.38	2130 days 00:00:00.000000000
4117	4.A.4.b.4.I08	1	2013-07-01	6.17	4717 days 00:00:00.000000000
4118	4.A.4.b.4.I08	2	2006-06-01	12.02	2130 days 00:00:00.000000000
4119	4.A.4.b.4.I08	2	2013-07-01	16.0	4717 days 00:00:00.000000000
4120	4.A.4.b.4.I08	3	2006-06-01	14.98	2130 days 00:00:00.000000000
4121	4.A.4.b.4.I08	3	2013-07-01	15.68	4717 days 00:00:00.000000000
4122	4.A.4.b.4.I08	4	2006-06-01	12.97	2130 days 00:00:00.000000000
4123	4.A.4.b.4.I08	4	2013-07-01	11.43	4717 days 00:00:00.000000000
4124	4.A.4.b.4.I08	5	2006-06-01	21.81	2130 days 00:00:00.000000000
4125	4.A.4.b.4.I08	5	2013-07-01	18.29	4717 days 00:00:00.000000000
4126	4.A.4.b.4.I08	6	2006-06-01	4.21	2130 days 00:00:00.000000000
4127	4.A.4.b.4.I08	6	2013-07-01	7.66	4717 days 00:00:00.000000000
4128	4.A.4.b.4.I08	7	2006-06-01	8.38	2130 days 00:00:00.000000000
4129	4.A.4.b.4.I08	7	2013-07-01	3.58	4717 days 00:00:00.000000000
4130	4.A.4.b.4.I09	1	2006-06-01	3.8	2130 days 00:00:00.000000000
4131	4.A.4.b.4.I09	1	2012-07-01	10.37	4352 days 00:00:00.000000000
4132	4.A.4.b.4.I09	2	2006-06-01	20.705	2130 days 00:00:00.000000000
4133	4.A.4.b.4.I09	2	2012-07-01	25.57	4352 days 00:00:00.000000000
4134	4.A.4.b.4.I09	3	2006-06-01	24.89	2130 days 00:00:00.000000000
4135	4.A.4.b.4.I09	3	2012-07-01	20.38	4352 days 00:00:00.000000000
4136	4.A.4.b.4.I09	4	2006-06-01	11.19	2130 days 00:00:00.000000000
4137	4.A.4.b.4.I09	4	2012-07-01	15.79	4352 days 00:00:00.000000000
4138	4.A.4.b.4.I09	5	2006-06-01	16.26	2130 days 00:00:00.000000000
4139	4.A.4.b.4.I09	5	2012-07-01	18.52	4352 days 00:00:00.000000000
4140	4.A.4.b.4.I09	6	2006-06-01	2.88	2130 days 00:00:00.000000000
4141	4.A.4.b.4.I09	6	2012-07-01	2.27	4352 days 00:00:00.000000000
4142	4.A.4.b.4.I09	7	2006-06-01	0.48	2130 days 00:00:00.000000000
4143	4.A.4.b.4.I09	7	2012-07-01	1.49	4352 days 00:00:00.000000000
4144	4.A.4.b.4.I10	1	2006-12-01	8.33	2313 days 00:00:00.000000000
4145	4.A.4.b.4.I10	1	2012-07-01	3.925	4352 days 00:00:00.000000000
4146	4.A.4.b.4.I10	2	2006-12-01	20.8	2313 days 00:00:00.000000000
4147	4.A.4.b.4.I10	2	2012-07-01	16.83	4352 days 00:00:00.000000000
4148	4.A.4.b.4.I10	3	2006-12-01	18.52	2313 days 00:00:00.000000000
4149	4.A.4.b.4.I10	3	2012-07-01	16.28	4352 days 00:00:00.000000000
4150	4.A.4.b.4.I10	4	2006-12-01	14.04	2313 days 00:00:00.000000000
4151	4.A.4.b.4.I10	4	2012-07-01	13.12	4352 days 00:00:00.000000000
4152	4.A.4.b.4.I10	5	2006-12-01	13.88	2313 days 00:00:00.000000000
4153	4.A.4.b.4.I10	5	2012-07-01	21.21	4352 days 00:00:00.000000000
4154	4.A.4.b.4.I10	6	2006-12-01	2.56	2313 days 00:00:00.000000000
4155	4.A.4.b.4.I10	6	2012-07-01	4.93	4352 days 00:00:00.000000000
4156	4.A.4.b.4.I10	7	2006-12-01	1.85	2313 days 00:00:00.000000000
4157	4.A.4.b.4.I10	7	2012-07-01	5.26	4352 days 00:00:00.000000000
4158	4.A.4.b.4.I11	1	2008-06-01	11.6	2861 days 00:00:00.000000000
4159	4.A.4.b.4.I11	1	2010-06-01	15.38	3591 days 00:00:00.000000000
4160	4.A.4.b.4.I11	2	2008-06-01	20.95	2861 days 00:00:00.000000000
4161	4.A.4.b.4.I11	2	2010-06-01	23.27	3591 days 00:00:00.000000000
4162	4.A.4.b.4.I11	3	2008-06-01	21.14	2861 days 00:00:00.000000000
4163	4.A.4.b.4.I11	3	2010-06-01	23.92	3591 days 00:00:00.000000000
4164	4.A.4.b.4.I11	4	2008-06-01	19.04	2861 days 00:00:00.000000000
4165	4.A.4.b.4.I11	4	2010-06-01	14.88	3591 days 00:00:00.000000000
4166	4.A.4.b.4.I11	5	2008-06-01	12.56	2861 days 00:00:00.000000000
4167	4.A.4.b.4.I11	5	2010-06-01	10.07	3591 days 00:00:00.000000000
4168	4.A.4.b.4.I11	6	2008-06-01	2.74	2861 days 00:00:00.000000000
4169	4.A.4.b.4.I11	6	2010-06-01	1.3	3591 days 00:00:00.000000000
4170	4.A.4.b.4.I11	7	2008-06-01	0.59	2861 days 00:00:00.000000000
4171	4.A.4.b.4.I11	7	2010-06-01	0.89	3591 days 00:00:00.000000000
4172	4.A.4.b.4.I12	1	2006-06-01	3.38	2130 days 00:00:00.000000000
4173	4.A.4.b.4.I12	1	2012-07-01	4.46	4352 days 00:00:00.000000000
4174	4.A.4.b.4.I12	2	2006-06-01	8.895	2130 days 00:00:00.000000000
4175	4.A.4.b.4.I12	2	2012-07-01	8.86	4352 days 00:00:00.000000000
4176	4.A.4.b.4.I12	3	2006-06-01	15.2	2130 days 00:00:00.000000000
4177	4.A.4.b.4.I12	3	2012-07-01	15.42	4352 days 00:00:00.000000000
4178	4.A.4.b.4.I12	4	2006-06-01	14.955	2130 days 00:00:00.000000000
4179	4.A.4.b.4.I12	4	2012-07-01	13.83	4352 days 00:00:00.000000000
4180	4.A.4.b.4.I12	5	2006-06-01	27.545	2130 days 00:00:00.000000000
4181	4.A.4.b.4.I12	5	2012-07-01	27.23	4352 days 00:00:00.000000000
4182	4.A.4.b.4.I12	6	2006-06-01	8.33	2130 days 00:00:00.000000000
4183	4.A.4.b.4.I12	6	2012-07-01	7.27	4352 days 00:00:00.000000000
4184	4.A.4.b.4.I12	7	2006-06-01	4.76	2130 days 00:00:00.000000000
4185	4.A.4.b.4.I12	7	2012-07-01	6.57	4352 days 00:00:00.000000000
4186	4.A.4.b.4.I13	1	2006-06-01	3.54	2130 days 00:00:00.000000000
4187	4.A.4.b.4.I13	1	2012-07-01	1.17	4352 days 00:00:00.000000000
4188	4.A.4.b.4.I13	2	2006-06-01	4.39	2130 days 00:00:00.000000000
4189	4.A.4.b.4.I13	2	2012-07-01	3.07	4352 days 00:00:00.000000000
4190	4.A.4.b.4.I13	3	2006-06-01	10.13	2130 days 00:00:00.000000000
4191	4.A.4.b.4.I13	3	2012-07-01	10.02	4352 days 00:00:00.000000000
4192	4.A.4.b.4.I13	4	2006-06-01	18.62	2130 days 00:00:00.000000000
4193	4.A.4.b.4.I13	4	2012-07-01	13.27	4352 days 00:00:00.000000000
4194	4.A.4.b.4.I13	5	2006-06-01	41.63	2130 days 00:00:00.000000000
4195	4.A.4.b.4.I13	5	2012-07-01	40.17	4352 days 00:00:00.000000000
4196	4.A.4.b.4.I13	6	2006-06-01	8.05	2130 days 00:00:00.000000000
4197	4.A.4.b.4.I13	6	2012-07-01	10.38	4352 days 00:00:00.000000000
4198	4.A.4.b.4.I13	7	2006-06-01	4.39	2130 days 00:00:00.000000000
4199	4.A.4.b.4.I13	7	2012-07-01	7.22	4352 days 00:00:00.000000000
4200	4.A.4.b.4.I14	1	2006-12-01	10.0	2313 days 00:00:00.000000000
4201	4.A.4.b.4.I14	1	2013-07-01	15.12	4717 days 00:00:00.000000000
4202	4.A.4.b.4.I14	2	2006-12-01	12.61	2313 days 00:00:00.000000000
4203	4.A.4.b.4.I14	2	2013-07-01	39.1	4717 days 00:00:00.000000000
4204	4.A.4.b.4.I14	3	2006-12-01	30.77	2313 days 00:00:00.000000000
4205	4.A.4.b.4.I14	3	2013-07-01	17.2	4717 days 00:00:00.000000000
4206	4.A.4.b.4.I14	4	2006-12-01	10.16	2313 days 00:00:00.000000000
4207	4.A.4.b.4.I14	4	2013-07-01	10.0	4717 days 00:00:00.000000000
4208	4.A.4.b.4.I14	5	2006-12-01	13.04	2313 days 00:00:00.000000000
4209	4.A.4.b.4.I14	5	2013-07-01	11.66	4717 days 00:00:00.000000000
4210	4.A.4.b.4.I14	6	2006-12-01	1.83	2313 days 00:00:00.000000000
4211	4.A.4.b.4.I14	6	2013-07-01	5.0	4717 days 00:00:00.000000000
4212	4.A.4.b.4.I14	7	2006-12-01	0.0	2313 days 00:00:00.000000000
4213	4.A.4.b.4.I14	7	2013-07-01	0.0	4717 days 00:00:00.000000000
4214	4.A.4.b.4.I15	1	2006-06-01	11.32	2130 days 00:00:00.000000000
4215	4.A.4.b.4.I15	1	2013-07-01	9.09	4717 days 00:00:00.000000000
4216	4.A.4.b.4.I15	2	2006-06-01	22.9	2130 days 00:00:00.000000000
4217	4.A.4.b.4.I15	2	2013-07-01	17.6	4717 days 00:00:00.000000000
4218	4.A.4.b.4.I15	3	2006-06-01	15.26	2130 days 00:00:00.000000000
4219	4.A.4.b.4.I15	3	2013-07-01	20.13	4717 days 00:00:00.000000000
4220	4.A.4.b.4.I15	4	2006-06-01	13.05	2130 days 00:00:00.000000000
4221	4.A.4.b.4.I15	4	2013-07-01	6.57	4717 days 00:00:00.000000000
4222	4.A.4.b.4.I15	5	2006-06-01	7.75	2130 days 00:00:00.000000000
4223	4.A.4.b.4.I15	5	2013-07-01	17.99	4717 days 00:00:00.000000000
4224	4.A.4.b.4.I15	6	2006-06-01	1.89	2130 days 00:00:00.000000000
4225	4.A.4.b.4.I15	6	2013-07-01	0.0	4717 days 00:00:00.000000000
4226	4.A.4.b.4.I15	7	2006-06-01	1.24	2130 days 00:00:00.000000000
4227	4.A.4.b.4.I15	7	2013-07-01	1.61	4717 days 00:00:00.000000000
4228	4.A.4.b.4.I16	1	2008-06-01	10.04	2861 days 00:00:00.000000000
4229	4.A.4.b.4.I16	1	2011-07-01	3.08	3986 days 00:00:00.000000000
4230	4.A.4.b.4.I16	2	2008-06-01	19.06	2861 days 00:00:00.000000000
4231	4.A.4.b.4.I16	2	2011-07-01	5.86	3986 days 00:00:00.000000000
4232	4.A.4.b.4.I16	3	2008-06-01	22.74	2861 days 00:00:00.000000000
4233	4.A.4.b.4.I16	3	2011-07-01	23.64	3986 days 00:00:00.000000000
4234	4.A.4.b.4.I16	4	2008-06-01	12.01	2861 days 00:00:00.000000000
4235	4.A.4.b.4.I16	4	2011-07-01	18.92	3986 days 00:00:00.000000000
4236	4.A.4.b.4.I16	5	2008-06-01	14.84	2861 days 00:00:00.000000000
4237	4.A.4.b.4.I16	5	2011-07-01	20.0	3986 days 00:00:00.000000000
4238	4.A.4.b.4.I16	6	2008-06-01	2.59	2861 days 00:00:00.000000000
4239	4.A.4.b.4.I16	6	2011-07-01	5.07	3986 days 00:00:00.000000000
4240	4.A.4.b.4.I16	7	2008-06-01	0.73	2861 days 00:00:00.000000000
4241	4.A.4.b.4.I16	7	2011-07-01	1.89	3986 days 00:00:00.000000000
4242	4.A.4.b.5.I01	1	2007-06-01	14.23	2495 days 00:00:00.000000000
4243	4.A.4.b.5.I01	1	2011-07-01	1.97	3986 days 00:00:00.000000000
4244	4.A.4.b.5.I01	2	2007-06-01	13.79	2495 days 00:00:00.000000000
4245	4.A.4.b.5.I01	2	2011-07-01	9.97	3986 days 00:00:00.000000000
4246	4.A.4.b.5.I01	3	2007-06-01	20.95	2495 days 00:00:00.000000000
4247	4.A.4.b.5.I01	3	2011-07-01	14.34	3986 days 00:00:00.000000000
4248	4.A.4.b.5.I01	4	2007-06-01	12.24	2495 days 00:00:00.000000000
4249	4.A.4.b.5.I01	4	2011-07-01	21.49	3986 days 00:00:00.000000000
4250	4.A.4.b.5.I01	5	2007-06-01	34.81	2495 days 00:00:00.000000000
4251	4.A.4.b.5.I01	5	2011-07-01	34.3	3986 days 00:00:00.000000000
4252	4.A.4.b.5.I01	6	2007-06-01	2.04	2495 days 00:00:00.000000000
4253	4.A.4.b.5.I01	6	2011-07-01	9.09	3986 days 00:00:00.000000000
4254	4.A.4.b.5.I01	7	2007-06-01	1.63	2495 days 00:00:00.000000000
4255	4.A.4.b.5.I01	7	2011-07-01	6.44	3986 days 00:00:00.000000000
4256	4.A.4.b.5.I02	1	2008-06-01	0.0	2861 days 00:00:00.000000000
4257	4.A.4.b.5.I02	1	2011-07-01	0.0	3986 days 00:00:00.000000000
4258	4.A.4.b.5.I02	2	2008-06-01	3.85	2861 days 00:00:00.000000000
4259	4.A.4.b.5.I02	2	2011-07-01	1.08	3986 days 00:00:00.000000000
4260	4.A.4.b.5.I02	3	2008-06-01	5.04	2861 days 00:00:00.000000000
4261	4.A.4.b.5.I02	3	2011-07-01	5.08	3986 days 00:00:00.000000000
